time;model_id;model_name;port_name;data
11.6;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.7}
11.6;5;adder;;{noise: 10.0415, n1: 0, n2: 0, sum: 10.0415, sigma: 0}
11.6;6;noise;noise_out;10.0415
11.6;6;noise;;{value: 15.4414, sigma: 0.1}
11.6;1;electrode;;{input: 10.0415, threshold: 25, sigma: inf}
11.6;5;adder;sum_out;10.0415
11.6;5;adder;;{noise: 10.0415, n1: 0, n2: 0, sum: 10.0415, sigma: inf}
11.7;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.7}
11.7;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.6}
11.7;5;adder;;{noise: 15.4414, n1: 0, n2: 0, sum: 15.4414, sigma: 0}
11.7;6;noise;noise_out;15.4414
11.7;6;noise;;{value: -9.38094, sigma: 0.1}
11.7;1;electrode;;{input: 15.4414, threshold: 25, sigma: inf}
11.7;5;adder;sum_out;15.4414
11.7;5;adder;;{noise: 15.4414, n1: 0, n2: 0, sum: 15.4414, sigma: inf}
11.8;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.6}
11.8;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.5}
11.8;5;adder;;{noise: -9.38094, n1: 0, n2: 0, sum: -9.38094, sigma: 0}
11.8;6;noise;noise_out;-9.38094
11.8;6;noise;;{value: -9.36536, sigma: 0.1}
11.8;1;electrode;;{input: -9.38094, threshold: 25, sigma: inf}
11.8;5;adder;sum_out;-9.38094
11.8;5;adder;;{noise: -9.38094, n1: 0, n2: 0, sum: -9.38094, sigma: inf}
11.9;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.5}
11.9;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.4}
11.9;5;adder;;{noise: -9.36536, n1: 0, n2: 0, sum: -9.36536, sigma: 0}
11.9;6;noise;noise_out;-9.36536
11.9;6;noise;;{value: -9.00734, sigma: 0.1}
11.9;1;electrode;;{input: -9.36536, threshold: 25, sigma: inf}
11.9;5;adder;sum_out;-9.36536
11.9;5;adder;;{noise: -9.36536, n1: 0, n2: 0, sum: -9.36536, sigma: inf}
12;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.4}
12;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.3}
12;5;adder;;{noise: -9.00734, n1: 0, n2: 0, sum: -9.00734, sigma: 0}
12;6;noise;noise_out;-9.00734
12;6;noise;;{value: -29.7685, sigma: 0.1}
12;1;electrode;;{input: -9.00734, threshold: 25, sigma: inf}
12;5;adder;sum_out;-9.00734
12;5;adder;;{noise: -9.00734, n1: 0, n2: 0, sum: -9.00734, sigma: inf}
12.1;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.3}
12.1;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.2}
12.1;5;adder;;{noise: -29.7685, n1: 0, n2: 0, sum: -29.7685, sigma: 0}
12.1;6;noise;noise_out;-29.7685
12.1;6;noise;;{value: 10.0635, sigma: 0.1}
12.1;1;electrode;;{input: -29.7685, threshold: 25, sigma: inf}
12.1;5;adder;sum_out;-29.7685
12.1;5;adder;;{noise: -29.7685, n1: 0, n2: 0, sum: -29.7685, sigma: inf}
12.2;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.2}
12.2;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.1}
12.2;5;adder;;{noise: 10.0635, n1: 0, n2: 0, sum: 10.0635, sigma: 0}
12.2;6;noise;noise_out;10.0635
12.2;6;noise;;{value: -4.9141, sigma: 0.1}
12.2;1;electrode;;{input: 10.0635, threshold: 25, sigma: inf}
12.2;5;adder;sum_out;10.0635
12.2;5;adder;;{noise: 10.0635, n1: 0, n2: 0, sum: 10.0635, sigma: inf}
12.3;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.1}
12.3;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
12.3;5;adder;;{noise: -4.9141, n1: 0, n2: 0, sum: -4.9141, sigma: 0}
12.3;6;noise;noise_out;-4.9141
12.3;6;noise;;{value: -6.845, sigma: 0.1}
12.3;1;electrode;;{input: -4.9141, threshold: 25, sigma: inf}
12.3;5;adder;sum_out;-4.9141
12.3;5;adder;;{noise: -4.9141, n1: 0, n2: 0, sum: -4.9141, sigma: inf}
12.4;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
12.4;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.9}
12.4;5;adder;;{noise: -6.845, n1: 0, n2: 0, sum: -6.845, sigma: 0}
12.4;6;noise;noise_out;-6.845
12.4;6;noise;;{value: 15.432, sigma: 0.1}
12.4;1;electrode;;{input: -6.845, threshold: 25, sigma: inf}
12.4;5;adder;sum_out;-6.845
12.4;5;adder;;{noise: -6.845, n1: 0, n2: 0, sum: -6.845, sigma: inf}
12.5;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.9}
12.5;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.8}
12.5;5;adder;;{noise: 15.432, n1: 0, n2: 0, sum: 15.432, sigma: 0}
12.5;6;noise;noise_out;15.432
12.5;6;noise;;{value: -0.259251, sigma: 0.1}
12.5;1;electrode;;{input: 15.432, threshold: 25, sigma: inf}
12.5;5;adder;sum_out;15.432
12.5;5;adder;;{noise: 15.432, n1: 0, n2: 0, sum: 15.432, sigma: inf}
12.6;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.8}
12.6;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.7}
12.6;5;adder;;{noise: -0.259251, n1: 0, n2: 0, sum: -0.259251, sigma: 0}
12.6;6;noise;noise_out;-0.259251
12.6;6;noise;;{value: 6.78224, sigma: 0.1}
12.6;1;electrode;;{input: -0.259251, threshold: 25, sigma: inf}
12.6;5;adder;sum_out;-0.259251
12.6;5;adder;;{noise: -0.259251, n1: 0, n2: 0, sum: -0.259251, sigma: inf}
12.7;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.7}
12.7;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.6}
12.7;5;adder;;{noise: 6.78224, n1: 0, n2: 0, sum: 6.78224, sigma: 0}
12.7;6;noise;noise_out;6.78224
12.7;6;noise;;{value: -2.95912, sigma: 0.1}
12.7;1;electrode;;{input: 6.78224, threshold: 25, sigma: inf}
12.7;5;adder;sum_out;6.78224
12.7;5;adder;;{noise: 6.78224, n1: 0, n2: 0, sum: 6.78224, sigma: inf}
12.8;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.6}
12.8;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.5}
12.8;5;adder;;{noise: -2.95912, n1: 0, n2: 0, sum: -2.95912, sigma: 0}
12.8;6;noise;noise_out;-2.95912
12.8;6;noise;;{value: 7.25837, sigma: 0.1}
12.8;1;electrode;;{input: -2.95912, threshold: 25, sigma: inf}
12.8;5;adder;sum_out;-2.95912
12.8;5;adder;;{noise: -2.95912, n1: 0, n2: 0, sum: -2.95912, sigma: inf}
12.9;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.5}
12.9;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.4}
12.9;5;adder;;{noise: 7.25837, n1: 0, n2: 0, sum: 7.25837, sigma: 0}
12.9;6;noise;noise_out;7.25837
12.9;6;noise;;{value: 5.82839, sigma: 0.1}
12.9;1;electrode;;{input: 7.25837, threshold: 25, sigma: inf}
12.9;5;adder;sum_out;7.25837
12.9;5;adder;;{noise: 7.25837, n1: 0, n2: 0, sum: 7.25837, sigma: inf}
13;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.4}
13;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.3}
13;5;adder;;{noise: 5.82839, n1: 0, n2: 0, sum: 5.82839, sigma: 0}
13;6;noise;noise_out;5.82839
13;6;noise;;{value: 4.26749, sigma: 0.1}
13;1;electrode;;{input: 5.82839, threshold: 25, sigma: inf}
13;5;adder;sum_out;5.82839
13;5;adder;;{noise: 5.82839, n1: 0, n2: 0, sum: 5.82839, sigma: inf}
13.1;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.3}
13.1;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.2}
13.1;5;adder;;{noise: 4.26749, n1: 0, n2: 0, sum: 4.26749, sigma: 0}
13.1;6;noise;noise_out;4.26749
13.1;6;noise;;{value: -8.24138, sigma: 0.1}
13.1;1;electrode;;{input: 4.26749, threshold: 25, sigma: inf}
13.1;5;adder;sum_out;4.26749
13.1;5;adder;;{noise: 4.26749, n1: 0, n2: 0, sum: 4.26749, sigma: inf}
13.2;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.2}
13.2;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.1}
13.2;5;adder;;{noise: -8.24138, n1: 0, n2: 0, sum: -8.24138, sigma: 0}
13.2;6;noise;noise_out;-8.24138
13.2;6;noise;;{value: -2.28005, sigma: 0.1}
13.2;1;electrode;;{input: -8.24138, threshold: 25, sigma: inf}
13.2;5;adder;sum_out;-8.24138
13.2;5;adder;;{noise: -8.24138, n1: 0, n2: 0, sum: -8.24138, sigma: inf}
13.3;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.1}
13.3;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
13.3;5;adder;;{noise: -2.28005, n1: 0, n2: 0, sum: -2.28005, sigma: 0}
13.3;6;noise;noise_out;-2.28005
13.3;6;noise;;{value: 6.70699, sigma: 0.1}
13.3;1;electrode;;{input: -2.28005, threshold: 25, sigma: inf}
13.3;5;adder;sum_out;-2.28005
13.3;5;adder;;{noise: -2.28005, n1: 0, n2: 0, sum: -2.28005, sigma: inf}
13.4;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
13.4;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
13.4;5;adder;;{noise: 6.70699, n1: 0, n2: 0, sum: 6.70699, sigma: 0}
13.4;6;noise;noise_out;6.70699
13.4;6;noise;;{value: 14.2412, sigma: 0.1}
13.4;1;electrode;;{input: 6.70699, threshold: 25, sigma: inf}
13.4;5;adder;sum_out;6.70699
13.4;5;adder;;{noise: 6.70699, n1: 0, n2: 0, sum: 6.70699, sigma: inf}
13.5;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
13.5;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
13.5;5;adder;;{noise: 14.2412, n1: 0, n2: 0, sum: 14.2412, sigma: 0}
13.5;6;noise;noise_out;14.2412
13.5;6;noise;;{value: 3.42785, sigma: 0.1}
13.5;1;electrode;;{input: 14.2412, threshold: 25, sigma: inf}
13.5;5;adder;sum_out;14.2412
13.5;5;adder;;{noise: 14.2412, n1: 0, n2: 0, sum: 14.2412, sigma: inf}
13.6;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
13.6;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
13.6;5;adder;;{noise: 3.42785, n1: 0, n2: 0, sum: 3.42785, sigma: 0}
13.6;6;noise;noise_out;3.42785
13.6;6;noise;;{value: -10.0653, sigma: 0.1}
13.6;1;electrode;;{input: 3.42785, threshold: 25, sigma: inf}
13.6;5;adder;sum_out;3.42785
13.6;5;adder;;{noise: 3.42785, n1: 0, n2: 0, sum: 3.42785, sigma: inf}
13.7;3;neuron2;;{emit_spike: 1, V: 30, sigma: 0.1, refractory: 2}
13.7;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
13.7;5;adder;;{noise: -10.0653, n1: 0, n2: 0, sum: -10.0653, sigma: 0}
13.7;6;noise;noise_out;-10.0653
13.7;6;noise;;{value: -20.8648, sigma: 0.1}
13.7;1;electrode;;{input: -10.0653, threshold: 25, sigma: inf}
13.7;5;adder;sum_out;-10.0653
13.7;5;adder;;{noise: -10.0653, n1: 0, n2: 0, sum: -10.0653, sigma: inf}
13.8;3;neuron2;potential_out;30
13.8;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.9}
13.8;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
13.8;5;adder;;{noise: -20.8648, n1: 0, n2: 30, sum: 1.63518, sigma: 0}
13.8;6;noise;noise_out;-20.8648
13.8;6;noise;;{value: 9.02183, sigma: 0.1}
13.8;1;electrode;;{input: 1.63518, threshold: 25, sigma: inf}
13.8;5;adder;sum_out;1.63518
13.8;5;adder;;{noise: -20.8648, n1: 0, n2: 30, sum: 1.63518, sigma: inf}
13.9;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.8}
13.9;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
13.9;5;adder;;{noise: 9.02183, n1: 0, n2: 0, sum: 9.02183, sigma: 0}
13.9;6;noise;noise_out;9.02183
13.9;6;noise;;{value: 23.0777, sigma: 0.1}
13.9;1;electrode;;{input: 9.02183, threshold: 25, sigma: inf}
13.9;5;adder;sum_out;9.02183
13.9;5;adder;;{noise: 9.02183, n1: 0, n2: 0, sum: 9.02183, sigma: inf}
14;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.7}
14;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
14;5;adder;;{noise: 23.0777, n1: 0, n2: 0, sum: 23.0777, sigma: 0}
14;6;noise;noise_out;23.0777
14;6;noise;;{value: -22.4073, sigma: 0.1}
14;1;electrode;;{input: 23.0777, threshold: 25, sigma: inf}
14;5;adder;sum_out;23.0777
14;5;adder;;{noise: 23.0777, n1: 0, n2: 0, sum: 23.0777, sigma: inf}
14.1;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.6}
14.1;4;neuron1;;{emit_spike: 1, V: 30, sigma: 0.1, refractory: 2}
14.1;5;adder;;{noise: -22.4073, n1: 0, n2: 0, sum: -22.4073, sigma: 0}
14.1;6;noise;noise_out;-22.4073
14.1;6;noise;;{value: 18.5258, sigma: 0.1}
14.1;1;electrode;;{input: -22.4073, threshold: 25, sigma: inf}
14.1;5;adder;sum_out;-22.4073
14.1;5;adder;;{noise: -22.4073, n1: 0, n2: 0, sum: -22.4073, sigma: inf}
14.2;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.5}
14.2;4;neuron1;potential_out;30
14.2;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.9}
14.2;5;adder;;{noise: 18.5258, n1: 30, n2: 0, sum: 45.5258, sigma: 0}
14.2;6;noise;noise_out;18.5258
14.2;6;noise;;{value: 8.63962, sigma: 0.1}
14.2;1;electrode;;{input: 45.5258, threshold: 25, sigma: 0}
14.2;5;adder;sum_out;45.5258
14.2;5;adder;;{noise: 18.5258, n1: 30, n2: 0, sum: 45.5258, sigma: inf}
14.2;1;electrode;spike_out;1
14.2;1;electrode;;{input: 45.5258, threshold: 25, sigma: inf}
14.3;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.4}
14.3;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.8}
14.3;5;adder;;{noise: 8.63962, n1: 0, n2: 0, sum: 8.63962, sigma: 0}
14.3;6;noise;noise_out;8.63962
14.3;6;noise;;{value: -11.6753, sigma: 0.1}
14.3;1;electrode;;{input: 8.63962, threshold: 25, sigma: inf}
14.3;5;adder;sum_out;8.63962
14.3;5;adder;;{noise: 8.63962, n1: 0, n2: 0, sum: 8.63962, sigma: inf}
14.4;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.3}
14.4;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.7}
14.4;5;adder;;{noise: -11.6753, n1: 0, n2: 0, sum: -11.6753, sigma: 0}
14.4;6;noise;noise_out;-11.6753
14.4;6;noise;;{value: -3.33161, sigma: 0.1}
14.4;1;electrode;;{input: -11.6753, threshold: 25, sigma: inf}
14.4;5;adder;sum_out;-11.6753
14.4;5;adder;;{noise: -11.6753, n1: 0, n2: 0, sum: -11.6753, sigma: inf}
14.5;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.2}
14.5;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.6}
14.5;5;adder;;{noise: -3.33161, n1: 0, n2: 0, sum: -3.33161, sigma: 0}
14.5;6;noise;noise_out;-3.33161
14.5;6;noise;;{value: -4.71809, sigma: 0.1}
14.5;1;electrode;;{input: -3.33161, threshold: 25, sigma: inf}
14.5;5;adder;sum_out;-3.33161
14.5;5;adder;;{noise: -3.33161, n1: 0, n2: 0, sum: -3.33161, sigma: inf}
14.6;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.1}
14.6;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.5}
14.6;5;adder;;{noise: -4.71809, n1: 0, n2: 0, sum: -4.71809, sigma: 0}
14.6;6;noise;noise_out;-4.71809
14.6;6;noise;;{value: -6.85552, sigma: 0.1}
14.6;1;electrode;;{input: -4.71809, threshold: 25, sigma: inf}
14.6;5;adder;sum_out;-4.71809
14.6;5;adder;;{noise: -4.71809, n1: 0, n2: 0, sum: -4.71809, sigma: inf}
14.7;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
14.7;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.4}
14.7;5;adder;;{noise: -6.85552, n1: 0, n2: 0, sum: -6.85552, sigma: 0}
14.7;6;noise;noise_out;-6.85552
14.7;6;noise;;{value: -1.54843, sigma: 0.1}
14.7;1;electrode;;{input: -6.85552, threshold: 25, sigma: inf}
14.7;5;adder;sum_out;-6.85552
14.7;5;adder;;{noise: -6.85552, n1: 0, n2: 0, sum: -6.85552, sigma: inf}
14.8;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.9}
14.8;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.3}
14.8;5;adder;;{noise: -1.54843, n1: 0, n2: 0, sum: -1.54843, sigma: 0}
14.8;6;noise;noise_out;-1.54843
14.8;6;noise;;{value: 0.950377, sigma: 0.1}
14.8;1;electrode;;{input: -1.54843, threshold: 25, sigma: inf}
14.8;5;adder;sum_out;-1.54843
14.8;5;adder;;{noise: -1.54843, n1: 0, n2: 0, sum: -1.54843, sigma: inf}
14.9;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.8}
14.9;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.2}
14.9;5;adder;;{noise: 0.950377, n1: 0, n2: 0, sum: 0.950377, sigma: 0}
14.9;6;noise;noise_out;0.950377
14.9;6;noise;;{value: 15.3597, sigma: 0.1}
14.9;1;electrode;;{input: 0.950377, threshold: 25, sigma: inf}
14.9;5;adder;sum_out;0.950377
14.9;5;adder;;{noise: 0.950377, n1: 0, n2: 0, sum: 0.950377, sigma: inf}
15;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.7}
15;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.1}
15;5;adder;;{noise: 15.3597, n1: 0, n2: 0, sum: 15.3597, sigma: 0}
15;6;noise;noise_out;15.3597
15;6;noise;;{value: -15.2066, sigma: 0.1}
15;1;electrode;;{input: 15.3597, threshold: 25, sigma: inf}
15;5;adder;sum_out;15.3597
15;5;adder;;{noise: 15.3597, n1: 0, n2: 0, sum: 15.3597, sigma: inf}
15.1;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.6}
15.1;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
15.1;5;adder;;{noise: -15.2066, n1: 0, n2: 0, sum: -15.2066, sigma: 0}
15.1;6;noise;noise_out;-15.2066
15.1;6;noise;;{value: 10.4412, sigma: 0.1}
15.1;1;electrode;;{input: -15.2066, threshold: 25, sigma: inf}
15.1;5;adder;sum_out;-15.2066
15.1;5;adder;;{noise: -15.2066, n1: 0, n2: 0, sum: -15.2066, sigma: inf}
15.2;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.5}
15.2;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.9}
15.2;5;adder;;{noise: 10.4412, n1: 0, n2: 0, sum: 10.4412, sigma: 0}
15.2;6;noise;noise_out;10.4412
15.2;6;noise;;{value: -30.1107, sigma: 0.1}
15.2;1;electrode;;{input: 10.4412, threshold: 25, sigma: inf}
15.2;5;adder;sum_out;10.4412
15.2;5;adder;;{noise: 10.4412, n1: 0, n2: 0, sum: 10.4412, sigma: inf}
15.3;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.4}
15.3;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.8}
15.3;5;adder;;{noise: -30.1107, n1: 0, n2: 0, sum: -30.1107, sigma: 0}
15.3;6;noise;noise_out;-30.1107
15.3;6;noise;;{value: 5.07172, sigma: 0.1}
15.3;1;electrode;;{input: -30.1107, threshold: 25, sigma: inf}
15.3;5;adder;sum_out;-30.1107
15.3;5;adder;;{noise: -30.1107, n1: 0, n2: 0, sum: -30.1107, sigma: inf}
15.4;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.3}
15.4;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.7}
15.4;5;adder;;{noise: 5.07172, n1: 0, n2: 0, sum: 5.07172, sigma: 0}
15.4;6;noise;noise_out;5.07172
15.4;6;noise;;{value: -8.26317, sigma: 0.1}
15.4;1;electrode;;{input: 5.07172, threshold: 25, sigma: inf}
15.4;5;adder;sum_out;5.07172
15.4;5;adder;;{noise: 5.07172, n1: 0, n2: 0, sum: 5.07172, sigma: inf}
15.5;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.2}
15.5;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.6}
15.5;5;adder;;{noise: -8.26317, n1: 0, n2: 0, sum: -8.26317, sigma: 0}
15.5;6;noise;noise_out;-8.26317
15.5;6;noise;;{value: 8.39847, sigma: 0.1}
15.5;1;electrode;;{input: -8.26317, threshold: 25, sigma: inf}
15.5;5;adder;sum_out;-8.26317
15.5;5;adder;;{noise: -8.26317, n1: 0, n2: 0, sum: -8.26317, sigma: inf}
15.6;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.1}
15.6;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.5}
15.6;5;adder;;{noise: 8.39847, n1: 0, n2: 0, sum: 8.39847, sigma: 0}
15.6;6;noise;noise_out;8.39847
15.6;6;noise;;{value: 1.03047, sigma: 0.1}
15.6;1;electrode;;{input: 8.39847, threshold: 25, sigma: inf}
15.6;5;adder;sum_out;8.39847
15.6;5;adder;;{noise: 8.39847, n1: 0, n2: 0, sum: 8.39847, sigma: inf}
15.7;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
15.7;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.4}
15.7;5;adder;;{noise: 1.03047, n1: 0, n2: 0, sum: 1.03047, sigma: 0}
15.7;6;noise;noise_out;1.03047
15.7;6;noise;;{value: 10.3818, sigma: 0.1}
15.7;1;electrode;;{input: 1.03047, threshold: 25, sigma: inf}
15.7;5;adder;sum_out;1.03047
15.7;5;adder;;{noise: 1.03047, n1: 0, n2: 0, sum: 1.03047, sigma: inf}
15.8;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
15.8;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.3}
15.8;5;adder;;{noise: 10.3818, n1: 0, n2: 0, sum: 10.3818, sigma: 0}
15.8;6;noise;noise_out;10.3818
15.8;6;noise;;{value: -16.4478, sigma: 0.1}
15.8;1;electrode;;{input: 10.3818, threshold: 25, sigma: inf}
15.8;5;adder;sum_out;10.3818
15.8;5;adder;;{noise: 10.3818, n1: 0, n2: 0, sum: 10.3818, sigma: inf}
15.9;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
15.9;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.2}
15.9;5;adder;;{noise: -16.4478, n1: 0, n2: 0, sum: -16.4478, sigma: 0}
15.9;6;noise;noise_out;-16.4478
15.9;6;noise;;{value: -6.3117, sigma: 0.1}
15.9;1;electrode;;{input: -16.4478, threshold: 25, sigma: inf}
15.9;5;adder;sum_out;-16.4478
15.9;5;adder;;{noise: -16.4478, n1: 0, n2: 0, sum: -16.4478, sigma: inf}
16;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
16;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.1}
16;5;adder;;{noise: -6.3117, n1: 0, n2: 0, sum: -6.3117, sigma: 0}
16;6;noise;noise_out;-6.3117
16;6;noise;;{value: 1.12716, sigma: 0.1}
16;1;electrode;;{input: -6.3117, threshold: 25, sigma: inf}
16;5;adder;sum_out;-6.3117
16;5;adder;;{noise: -6.3117, n1: 0, n2: 0, sum: -6.3117, sigma: inf}
16.1;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
16.1;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
16.1;5;adder;;{noise: 1.12716, n1: 0, n2: 0, sum: 1.12716, sigma: 0}
16.1;6;noise;noise_out;1.12716
16.1;6;noise;;{value: 9.70788, sigma: 0.1}
16.1;1;electrode;;{input: 1.12716, threshold: 25, sigma: inf}
16.1;5;adder;sum_out;1.12716
16.1;5;adder;;{noise: 1.12716, n1: 0, n2: 0, sum: 1.12716, sigma: inf}
16.2;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
16.2;4;neuron1;;{emit_spike: 1, V: 30, sigma: 0.1, refractory: 2}
16.2;5;adder;;{noise: 9.70788, n1: 0, n2: 0, sum: 9.70788, sigma: 0}
16.2;6;noise;noise_out;9.70788
16.2;6;noise;;{value: 5.40971, sigma: 0.1}
16.2;1;electrode;;{input: 9.70788, threshold: 25, sigma: inf}
16.2;5;adder;sum_out;9.70788
16.2;5;adder;;{noise: 9.70788, n1: 0, n2: 0, sum: 9.70788, sigma: inf}
16.3;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0}
16.3;4;neuron1;potential_out;30
16.3;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.9}
16.3;5;adder;;{noise: 5.40971, n1: 30, n2: 0, sum: 32.4097, sigma: 0}
16.3;6;noise;noise_out;5.40971
16.3;6;noise;;{value: -4.55892, sigma: 0.1}
16.3;1;electrode;;{input: 32.4097, threshold: 25, sigma: 0}
16.3;5;adder;sum_out;32.4097
16.3;5;adder;;{noise: 5.40971, n1: 30, n2: 0, sum: 32.4097, sigma: inf}
