time;model_id;model_name;port_name;data
0;1;electrode;;{input: -100, threshold: 45, sigma: inf}
0;3;neuron2;;{emit_spike: 1, V: 30, sigma: 0.1, refractory: 2}
0;4;neuron1;;{emit_spike: 1, V: 30, sigma: 0.1, refractory: 2}
0;5;adder;;{noise: 0, n1: 0, n2: 0, sum: 0, sigma: inf}
0;6;noise;;{value: 0, sigma: 0.1}
0.1;3;neuron2;potential_out;30
0.1;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.9}
0.1;4;neuron1;potential_out;30
0.1;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.9}
0.1;5;adder;;{noise: 0, n1: 30, n2: 30, sum: 49.5, sigma: 0}
0.1;6;noise;noise_out;0
0.1;6;noise;;{value: -1.30125, sigma: 0.1}
0.1;1;electrode;;{input: 49.5, threshold: 45, sigma: 0}
0.1;5;adder;sum_out;49.5
0.1;5;adder;;{noise: 0, n1: 30, n2: 30, sum: 49.5, sigma: inf}
0.1;1;electrode;spike_out;1
0.1;1;electrode;;{input: 49.5, threshold: 45, sigma: inf}
0.2;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.8}
0.2;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.8}
0.2;5;adder;;{noise: -1.30125, n1: 0, n2: 0, sum: -1.30125, sigma: 0}
0.2;6;noise;noise_out;-1.30125
0.2;6;noise;;{value: -28.2856, sigma: 0.1}
0.2;1;electrode;;{input: -1.30125, threshold: 45, sigma: inf}
0.2;5;adder;sum_out;-1.30125
0.2;5;adder;;{noise: -1.30125, n1: 0, n2: 0, sum: -1.30125, sigma: inf}
0.3;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.7}
0.3;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.7}
0.3;5;adder;;{noise: -28.2856, n1: 0, n2: 0, sum: -28.2856, sigma: 0}
0.3;6;noise;noise_out;-28.2856
0.3;6;noise;;{value: 2.02032, sigma: 0.1}
0.3;1;electrode;;{input: -28.2856, threshold: 45, sigma: inf}
0.3;5;adder;sum_out;-28.2856
0.3;5;adder;;{noise: -28.2856, n1: 0, n2: 0, sum: -28.2856, sigma: inf}
0.4;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.6}
0.4;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.6}
0.4;5;adder;;{noise: 2.02032, n1: 0, n2: 0, sum: 2.02032, sigma: 0}
0.4;6;noise;noise_out;2.02032
0.4;6;noise;;{value: -3.21106, sigma: 0.1}
0.4;1;electrode;;{input: 2.02032, threshold: 45, sigma: inf}
0.4;5;adder;sum_out;2.02032
0.4;5;adder;;{noise: 2.02032, n1: 0, n2: 0, sum: 2.02032, sigma: inf}
0.5;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.5}
0.5;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.5}
0.5;5;adder;;{noise: -3.21106, n1: 0, n2: 0, sum: -3.21106, sigma: 0}
0.5;6;noise;noise_out;-3.21106
0.5;6;noise;;{value: 11.243, sigma: 0.1}
0.5;1;electrode;;{input: -3.21106, threshold: 45, sigma: inf}
0.5;5;adder;sum_out;-3.21106
0.5;5;adder;;{noise: -3.21106, n1: 0, n2: 0, sum: -3.21106, sigma: inf}
0.6;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.4}
0.6;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.4}
0.6;5;adder;;{noise: 11.243, n1: 0, n2: 0, sum: 11.243, sigma: 0}
0.6;6;noise;noise_out;11.243
0.6;6;noise;;{value: -22.6231, sigma: 0.1}
0.6;1;electrode;;{input: 11.243, threshold: 45, sigma: inf}
0.6;5;adder;sum_out;11.243
0.6;5;adder;;{noise: 11.243, n1: 0, n2: 0, sum: 11.243, sigma: inf}
0.7;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.3}
0.7;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.3}
0.7;5;adder;;{noise: -22.6231, n1: 0, n2: 0, sum: -22.6231, sigma: 0}
0.7;6;noise;noise_out;-22.6231
0.7;6;noise;;{value: 13.1312, sigma: 0.1}
0.7;1;electrode;;{input: -22.6231, threshold: 45, sigma: inf}
0.7;5;adder;sum_out;-22.6231
0.7;5;adder;;{noise: -22.6231, n1: 0, n2: 0, sum: -22.6231, sigma: inf}
0.8;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.2}
0.8;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.2}
0.8;5;adder;;{noise: 13.1312, n1: 0, n2: 0, sum: 13.1312, sigma: 0}
0.8;6;noise;noise_out;13.1312
0.8;6;noise;;{value: -22.8205, sigma: 0.1}
0.8;1;electrode;;{input: 13.1312, threshold: 45, sigma: inf}
0.8;5;adder;sum_out;13.1312
0.8;5;adder;;{noise: 13.1312, n1: 0, n2: 0, sum: 13.1312, sigma: inf}
0.9;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.1}
0.9;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.1}
0.9;5;adder;;{noise: -22.8205, n1: 0, n2: 0, sum: -22.8205, sigma: 0}
0.9;6;noise;noise_out;-22.8205
0.9;6;noise;;{value: -2.46916, sigma: 0.1}
0.9;1;electrode;;{input: -22.8205, threshold: 45, sigma: inf}
0.9;5;adder;sum_out;-22.8205
0.9;5;adder;;{noise: -22.8205, n1: 0, n2: 0, sum: -22.8205, sigma: inf}
1;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
1;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
1;5;adder;;{noise: -2.46916, n1: 0, n2: 0, sum: -2.46916, sigma: 0}
1;6;noise;noise_out;-2.46916
1;6;noise;;{value: 10.6261, sigma: 0.1}
1;1;electrode;;{input: -2.46916, threshold: 45, sigma: inf}
1;5;adder;sum_out;-2.46916
1;5;adder;;{noise: -2.46916, n1: 0, n2: 0, sum: -2.46916, sigma: inf}
1.1;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.9}
1.1;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.9}
1.1;5;adder;;{noise: 10.6261, n1: 0, n2: 0, sum: 10.6261, sigma: 0}
1.1;6;noise;noise_out;10.6261
1.1;6;noise;;{value: 0.545145, sigma: 0.1}
1.1;1;electrode;;{input: 10.6261, threshold: 45, sigma: inf}
1.1;5;adder;sum_out;10.6261
1.1;5;adder;;{noise: 10.6261, n1: 0, n2: 0, sum: 10.6261, sigma: inf}
1.2;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.8}
1.2;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.8}
1.2;5;adder;;{noise: 0.545145, n1: 0, n2: 0, sum: 0.545145, sigma: 0}
1.2;6;noise;noise_out;0.545145
1.2;6;noise;;{value: -8.89994, sigma: 0.1}
1.2;1;electrode;;{input: 0.545145, threshold: 45, sigma: inf}
1.2;5;adder;sum_out;0.545145
1.2;5;adder;;{noise: 0.545145, n1: 0, n2: 0, sum: 0.545145, sigma: inf}
1.3;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.7}
1.3;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.7}
1.3;5;adder;;{noise: -8.89994, n1: 0, n2: 0, sum: -8.89994, sigma: 0}
1.3;6;noise;noise_out;-8.89994
1.3;6;noise;;{value: 25.0789, sigma: 0.1}
1.3;1;electrode;;{input: -8.89994, threshold: 45, sigma: inf}
1.3;5;adder;sum_out;-8.89994
