sep=;
time;model_id;model_name;port_name;data
0;1;electrode;;{input: -100, threshold: 45, sigma: inf}
0;3;neuron2;;{emit_spike: 1, V: 30, sigma: 0.1, refractory: 2}
0;4;neuron1;;{emit_spike: 1, V: 30, sigma: 0.1, refractory: 2}
0;5;adder;;{noise: 0, n1: 0, n2: 0, sum: 0, sigma: inf}
0;6;noise;;{value: 0, sigma: 0.1}
0.1;3;neuron2;potential_out;30
0.1;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.9}
0.1;4;neuron1;potential_out;30
0.1;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.9}
0.1;5;adder;;{noise: 0, n1: 30, n2: 30, sum: 49.5, sigma: 0}
0.1;6;noise;noise_out;0
0.1;6;noise;;{value: -4.16059, sigma: 0.1}
0.1;1;electrode;;{input: 49.5, threshold: 45, sigma: 0}
0.1;5;adder;sum_out;49.5
0.1;5;adder;;{noise: 0, n1: 30, n2: 30, sum: 49.5, sigma: inf}
0.1;1;electrode;spike_out;1
0.1;1;electrode;;{input: 49.5, threshold: 45, sigma: inf}
0.2;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.8}
0.2;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.8}
0.2;5;adder;;{noise: -4.16059, n1: 0, n2: 0, sum: -4.16059, sigma: 0}
0.2;6;noise;noise_out;-4.16059
0.2;6;noise;;{value: 16.4234, sigma: 0.1}
0.2;1;electrode;;{input: -4.16059, threshold: 45, sigma: inf}
0.2;5;adder;sum_out;-4.16059
0.2;5;adder;;{noise: -4.16059, n1: 0, n2: 0, sum: -4.16059, sigma: inf}
0.3;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.7}
0.3;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.7}
0.3;5;adder;;{noise: 16.4234, n1: 0, n2: 0, sum: 16.4234, sigma: 0}
0.3;6;noise;noise_out;16.4234
0.3;6;noise;;{value: 2.4946, sigma: 0.1}
0.3;1;electrode;;{input: 16.4234, threshold: 45, sigma: inf}
0.3;5;adder;sum_out;16.4234
0.3;5;adder;;{noise: 16.4234, n1: 0, n2: 0, sum: 16.4234, sigma: inf}
0.4;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.6}
0.4;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.6}
0.4;5;adder;;{noise: 2.4946, n1: 0, n2: 0, sum: 2.4946, sigma: 0}
0.4;6;noise;noise_out;2.4946
0.4;6;noise;;{value: -7.29017, sigma: 0.1}
0.4;1;electrode;;{input: 2.4946, threshold: 45, sigma: inf}
0.4;5;adder;sum_out;2.4946
0.4;5;adder;;{noise: 2.4946, n1: 0, n2: 0, sum: 2.4946, sigma: inf}
0.5;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.5}
0.5;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.5}
0.5;5;adder;;{noise: -7.29017, n1: 0, n2: 0, sum: -7.29017, sigma: 0}
0.5;6;noise;noise_out;-7.29017
0.5;6;noise;;{value: -4.54471, sigma: 0.1}
0.5;1;electrode;;{input: -7.29017, threshold: 45, sigma: inf}
0.5;5;adder;sum_out;-7.29017
0.5;5;adder;;{noise: -7.29017, n1: 0, n2: 0, sum: -7.29017, sigma: inf}
0.6;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.4}
0.6;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.4}
0.6;5;adder;;{noise: -4.54471, n1: 0, n2: 0, sum: -4.54471, sigma: 0}
0.6;6;noise;noise_out;-4.54471
0.6;6;noise;;{value: 10.7789, sigma: 0.1}
0.6;1;electrode;;{input: -4.54471, threshold: 45, sigma: inf}
0.6;5;adder;sum_out;-4.54471
0.6;5;adder;;{noise: -4.54471, n1: 0, n2: 0, sum: -4.54471, sigma: inf}
0.7;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.3}
0.7;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.3}
0.7;5;adder;;{noise: 10.7789, n1: 0, n2: 0, sum: 10.7789, sigma: 0}
0.7;6;noise;noise_out;10.7789
0.7;6;noise;;{value: 7.6003, sigma: 0.1}
0.7;1;electrode;;{input: 10.7789, threshold: 45, sigma: inf}
0.7;5;adder;sum_out;10.7789
0.7;5;adder;;{noise: 10.7789, n1: 0, n2: 0, sum: 10.7789, sigma: inf}
0.8;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.2}
0.8;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.2}
0.8;5;adder;;{noise: 7.6003, n1: 0, n2: 0, sum: 7.6003, sigma: 0}
0.8;6;noise;noise_out;7.6003
0.8;6;noise;;{value: -12.9265, sigma: 0.1}
0.8;1;electrode;;{input: 7.6003, threshold: 45, sigma: inf}
0.8;5;adder;sum_out;7.6003
0.8;5;adder;;{noise: 7.6003, n1: 0, n2: 0, sum: 7.6003, sigma: inf}
0.9;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.1}
0.9;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.1}
0.9;5;adder;;{noise: -12.9265, n1: 0, n2: 0, sum: -12.9265, sigma: 0}
0.9;6;noise;noise_out;-12.9265
0.9;6;noise;;{value: 0.232299, sigma: 0.1}
0.9;1;electrode;;{input: -12.9265, threshold: 45, sigma: inf}
0.9;5;adder;sum_out;-12.9265
0.9;5;adder;;{noise: -12.9265, n1: 0, n2: 0, sum: -12.9265, sigma: inf}
1;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
1;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
1;5;adder;;{noise: 0.232299, n1: 0, n2: 0, sum: 0.232299, sigma: 0}
1;6;noise;noise_out;0.232299
1;6;noise;;{value: 11.4844, sigma: 0.1}
1;1;electrode;;{input: 0.232299, threshold: 45, sigma: inf}
1;5;adder;sum_out;0.232299
1;5;adder;;{noise: 0.232299, n1: 0, n2: 0, sum: 0.232299, sigma: inf}
1.1;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.9}
1.1;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.9}
1.1;5;adder;;{noise: 11.4844, n1: 0, n2: 0, sum: 11.4844, sigma: 0}
1.1;6;noise;noise_out;11.4844
1.1;6;noise;;{value: 18.4376, sigma: 0.1}
1.1;1;electrode;;{input: 11.4844, threshold: 45, sigma: inf}
1.1;5;adder;sum_out;11.4844
1.1;5;adder;;{noise: 11.4844, n1: 0, n2: 0, sum: 11.4844, sigma: inf}
1.2;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.8}
1.2;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.8}
1.2;5;adder;;{noise: 18.4376, n1: 0, n2: 0, sum: 18.4376, sigma: 0}
1.2;6;noise;noise_out;18.4376
1.2;6;noise;;{value: 15.0708, sigma: 0.1}
1.2;1;electrode;;{input: 18.4376, threshold: 45, sigma: inf}
1.2;5;adder;sum_out;18.4376
1.2;5;adder;;{noise: 18.4376, n1: 0, n2: 0, sum: 18.4376, sigma: inf}
1.3;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.7}
1.3;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 0.7}
1.3;5;adder;;{noise: 15.0708, n1: 0, n2: 0, sum: 15.0708, sigma: 0}
1.3;6;noise;noise_out;15.0708
1.3;6;noise;;{value: 9.79446, sigma: 0.1}
1.3;1;electrode;;{input: 15.0708, threshold: 45, sigma: inf}
